"season","event_date","nano","market","name","alias","exp_pts","exp_pts_off","exp_pts_off_pass","exp_pts_off_rush","exp_pts_off_turnover","exp_pts_def","exp_pts_def_pass","exp_pts_def_rush","exp_pts_def_turnover","exp_pts_st","exp_pts_kickoff","exp_pts_kick_return","exp_pts_punt","exp_pts_punt_return","exp_pts_fg_xp","boxscore_stats_link"
2024,"2024-09-05","oiGiwWPf0UqMC","Kansas City","Chiefs","KC",7,11.81,13.68,-0.53,-3.99,-9.42,0.14,-9.89,4.93,2.11,-5.64,4.11,0.22,-0.55,3.97,"https://www.pro-football-reference.com/boxscores/202409050kan.htm"
2024,"2024-09-05","zyhFXj1nywrm1","Baltimore","Ravens","BAL",-7,9.42,-0.14,9.89,-4.93,-11.81,-13.68,0.53,3.99,-2.11,-4.11,5.64,0.55,-0.22,-3.97,"https://www.pro-football-reference.com/boxscores/202409050kan.htm"
2024,"2024-09-06","D5QY6bOxfn8ZL","Green Bay","Packers","GB",-5,10.53,4.58,8.27,-3.12,-11.27,-13.95,4.62,8.9,-4.39,-5.04,4.89,0.48,-2.39,-2.33,"https://www.pro-football-reference.com/boxscores/202409060phi.htm"
2024,"2024-09-06","hjjmgzxilGWdr","Philadelphia","Eagles","PHI",5,11.27,13.95,-4.62,-8.9,-10.53,-4.58,-8.27,3.12,4.39,-4.89,5.04,2.39,-0.48,2.33,"https://www.pro-football-reference.com/boxscores/202409060phi.htm"
2024,"2024-09-08","1vVmWGzUZ1rea","Chicago","Bears","CHI",6,-12.59,-9.91,-2,0,15.2,17.84,-2.79,13.51,2.68,-4.17,1.15,0.77,2.64,2.29,"https://www.pro-football-reference.com/boxscores/202409080chi.htm"
2024,"2024-09-08","22ZdibiqvfA2D","Cincinnati","Bengals","CIN",-6,-3.62,-7.91,4.29,-3.1,-0.36,1.95,-2.59,0,-2.22,-2.82,4.09,4.79,-8.42,0.14,"https://www.pro-football-reference.com/boxscores/202409080cin.htm"
2024,"2024-09-08","3VqeLK0LS9rpw","Buffalo","Bills","BUF",7,13.51,12.81,2.43,-5.18,-3.22,0.96,-4.18,4.38,-2.25,-11.91,7.95,0.88,-0.31,1.14,"https://www.pro-football-reference.com/boxscores/202409080buf.htm"
2024,"2024-09-08","4M8AK5p0WXs1N","Seattle","Seahawks","SEA",5,-3.15,0.6,-1.82,-3.69,19.83,18.26,-0.44,9.04,-11.19,-7.84,4.83,1.63,-11.05,1.24,"https://www.pro-football-reference.com/boxscores/202409080sea.htm"
2024,"2024-09-08","6DclFuycdPaOB","Denver","Broncos","DEN",-5,-19.83,-18.26,0.44,-9.04,3.15,-0.6,1.82,3.69,11.19,-4.83,7.84,11.05,-1.63,-1.24,"https://www.pro-football-reference.com/boxscores/202409080sea.htm"
2024,"2024-09-08","9JtBk8kFeaGEs","Washington","Football Team","WAS",-18,9.77,4.73,7.04,0,-22.08,-27.71,4.74,0,-6.66,-5.81,6.79,1.5,-0.3,-8.84,"https://www.pro-football-reference.com/boxscores/202409080tam.htm"
2024,"2024-09-08","AzOs5UWsXusSW","Minnesota","Vikings","MIN",22,8.23,9.85,-1.4,-5.58,21.12,19.35,-0.23,9.92,-7.83,-4.57,3.15,1.85,-6.59,-1.67,"https://www.pro-football-reference.com/boxscores/202409080nyg.htm"
2024,"2024-09-08","CI5mhfNa0Zqd2","New Orleans","Saints","NO",37,19.08,14.23,7.83,0,17.04,13.83,4.41,7.73,-0.61,-7.17,1.87,-0.44,-2.05,7.18,"https://www.pro-football-reference.com/boxscores/202409080nor.htm"
2024,"2024-09-08","FCuH1wdksA2DQ","Detroit","Lions","DET",6,9.52,-2.7,13.57,-3.45,-8.78,-11.88,1.63,4.85,3.9,-4.17,5.64,4.59,-1.51,-0.65,"https://www.pro-football-reference.com/boxscores/202409080det.htm"
2024,"2024-09-08","GJizlkzQFaqGA","Arizona","Cardinals","ARI",-7,3.22,-0.96,4.18,-4.38,-13.51,-12.81,-2.43,5.18,2.25,-7.95,11.91,0.31,-0.88,-1.14,"https://www.pro-football-reference.com/boxscores/202409080buf.htm"
2024,"2024-09-08","IR4gIYmh269EI","Cleveland","Browns","CLE",-16,-19.86,-21.63,2.65,-8.07,5.45,4.76,-0.63,0,-3.02,-3.96,5.8,1.82,-2.01,-4.67,"https://www.pro-football-reference.com/boxscores/202409080cle.htm"
2024,"2024-09-08","KdjU81i7YSFE7","Dallas","Cowboys","DAL",16,-5.45,-4.76,0.63,0,19.86,21.63,-2.65,8.07,3.02,-5.8,3.96,2.01,-1.82,4.67,"https://www.pro-football-reference.com/boxscores/202409080cle.htm"
2024,"2024-09-08","LJmHetie5VbbO","Indianapolis","Colts","IND",-2,7.56,2.72,7.5,-3.18,-16.76,-15.81,-4.88,-2.93,2.53,-4.7,6.37,3.64,2.47,-5.25,"https://www.pro-football-reference.com/boxscores/202409080clt.htm"
2024,"2024-09-08","LZoDld8s63xUs","Las Vegas","Raiders","LV",-11,-14.87,-1.04,-13.83,-15.24,5.13,2.84,-1.87,0,0.65,-3.21,5.84,4.71,-2.13,-4.56,"https://www.pro-football-reference.com/boxscores/202409080sdg.htm"
2024,"2024-09-08","QMAZH1v922YLu","Tampa Bay","Buccaneers","TB",18,22.08,27.71,-4.74,0,-9.77,-4.73,-7.04,0,6.66,-6.79,5.81,0.3,-1.5,8.84,"https://www.pro-football-reference.com/boxscores/202409080tam.htm"
2024,"2024-09-08","RtOjnciWkJPaL","Jacksonville","Jaguars","JAC",-3,-4.76,6.23,-8.58,-4.99,-5.83,-11.41,4.05,0,7.59,-1.83,2.84,6.57,-3.39,3.4,"https://www.pro-football-reference.com/boxscores/202409080mia.htm"
2024,"2024-09-08","SjaMbkmeizJD4","Los Angeles","Chargers","LAC",11,-5.13,-2.84,1.87,0,14.87,1.04,13.83,15.24,-0.65,-5.84,3.21,2.13,-4.71,4.56,"https://www.pro-football-reference.com/boxscores/202409080sdg.htm"
2024,"2024-09-08","SlVgURDFI7EXX","Pittsburgh","Steelers","PIT",8,-6.25,-2.44,-3.13,0,13.7,9.02,5.61,15.55,2.05,-5.51,2.82,0.51,-2.26,6.49,"https://www.pro-football-reference.com/boxscores/202409080atl.htm"
2024,"2024-09-08","UI0Ax4HUEXFh6","Houston","Texans","HOU",2,16.76,15.81,4.88,2.93,-7.56,-2.72,-7.5,3.18,-2.53,-6.37,4.7,-2.47,-3.64,5.25,"https://www.pro-football-reference.com/boxscores/202409080clt.htm"
2024,"2024-09-08","VkxV91RtzHn65","New England","Patriots","NE",6,0.36,-1.95,2.59,0,3.62,7.91,-4.29,3.1,2.22,-4.09,2.82,8.42,-4.79,-0.14,"https://www.pro-football-reference.com/boxscores/202409080cin.htm"
2024,"2024-09-08","jJBGuksuDJF5L","Carolina","Panthers","CAR",-37,-17.04,-13.83,-4.41,-7.73,-19.08,-14.23,-7.83,0,0.61,-1.87,7.17,2.05,0.44,-7.18,"https://www.pro-football-reference.com/boxscores/202409080nor.htm"
2024,"2024-09-08","ltMyRE3yvVUaw","Tennessee","Titans","TEN",-6,-15.2,-17.84,2.79,-13.51,12.59,9.91,2,0,-2.68,-1.15,4.17,-2.64,-0.77,-2.29,"https://www.pro-football-reference.com/boxscores/202409080chi.htm"
2024,"2024-09-08","mLspw4gJNTQGN","Atlanta","Falcons","ATL",-8,-13.7,-9.02,-5.61,-15.55,6.25,2.44,3.13,0,-2.05,-2.82,5.51,2.26,-0.51,-6.49,"https://www.pro-football-reference.com/boxscores/202409080atl.htm"
2024,"2024-09-08","mfbu6O5aMHbJg","Miami","Dolphins","MIA",3,5.83,11.41,-4.05,0,4.76,-6.23,8.58,4.99,-7.59,-2.84,1.83,3.39,-6.57,-3.4,"https://www.pro-football-reference.com/boxscores/202409080mia.htm"
2024,"2024-09-08","n8CuHV9wbYCqF","New York","Giants","NYG",-22,-21.12,-19.35,0.23,-9.92,-8.23,-9.85,1.4,5.58,7.83,-3.15,4.57,6.59,-1.85,1.67,"https://www.pro-football-reference.com/boxscores/202409080nyg.htm"
2024,"2024-09-08","u98I1lDKQBwZ0","Los Angeles","Rams","LAR",-6,8.78,11.88,-1.63,-4.85,-9.52,2.7,-13.57,3.45,-3.9,-5.64,4.17,1.51,-4.59,0.65,"https://www.pro-football-reference.com/boxscores/202409080det.htm"
2024,"2024-09-09","IwSI92ZDKoazn","San Francisco","49ers","SF",15,11.24,8.35,4.21,0,2.83,-2.14,0.97,8.31,0.93,-7.6,3.1,1.45,-2.91,6.89,"https://www.pro-football-reference.com/boxscores/202409090sfo.htm"
2024,"2024-09-09","mexvMWO2v1hWn","New York","Jets","NYJ",-15,-2.83,2.14,-0.97,-8.31,-11.24,-8.35,-4.21,0,-0.93,-3.1,7.6,2.91,-1.45,-6.89,"https://www.pro-football-reference.com/boxscores/202409090sfo.htm"
2024,"2024-09-12","3VqeLK0LS9rpw","Buffalo","Bills","BUF",21,8.59,11.37,-2.1,0,14.11,9.1,2.89,13.78,-2.53,-5.64,3.02,2.11,-1.13,-0.89,"https://www.pro-football-reference.com/boxscores/202409120mia.htm"
2024,"2024-09-12","mfbu6O5aMHbJg","Miami","Dolphins","MIA",-21,-14.11,-9.1,-2.89,-13.78,-8.59,-11.37,2.1,0,2.53,-3.02,5.64,1.13,-2.11,0.89,"https://www.pro-football-reference.com/boxscores/202409120mia.htm"
2024,"2024-09-15","1vVmWGzUZ1rea","Chicago","Bears","CHI",-6,-13.71,-11.19,0.52,-2.8,7.01,-6.8,12.19,5.9,-0.27,-4.15,5.51,5.06,-4.2,-2.49,"https://www.pro-football-reference.com/boxscores/202409150htx.htm"
2024,"2024-09-15","22ZdibiqvfA2D","Cincinnati","Bengals","CIN",0,0.29,3.13,-0.45,-6.97,-0.08,2.68,-4.76,8.85,-0.99,-6.58,4.43,1.2,-1.95,1.91,"https://www.pro-football-reference.com/boxscores/202409150kan.htm"
2024,"2024-09-15","4M8AK5p0WXs1N","Seattle","Seahawks","SEA",3,7.65,12.75,-3.99,0,-3.42,-0.54,-2.88,0,-1.23,-4.7,4.57,3.68,-5.64,0.86,"https://www.pro-football-reference.com/boxscores/202409150nwe.htm"
2024,"2024-09-15","6DclFuycdPaOB","Denver","Broncos","DEN",-7,-6.86,-4.65,-3.62,-3.84,1.2,-8.49,10.13,0,1.25,-1.6,2.82,6.07,-6.89,0.85,"https://www.pro-football-reference.com/boxscores/202409150den.htm"
2024,"2024-09-15","9JtBk8kFeaGEs","Washington","Football Team","WAS",5,11.88,10.05,4.63,0,-6.93,-10.37,-0.26,2.98,0.31,-7.48,4.22,0,0.14,3.43,"https://www.pro-football-reference.com/boxscores/202409150was.htm"
2024,"2024-09-15","AzOs5UWsXusSW","Minnesota","Vikings","MIN",6,3.76,-1.38,8.62,-9.3,-0.86,-4.11,2.29,7.43,4.39,-3.71,5.61,1.97,2.1,-1.58,"https://www.pro-football-reference.com/boxscores/202409150min.htm"
2024,"2024-09-15","CI5mhfNa0Zqd2","New Orleans","Saints","NO",25,26.86,18.5,8.36,-3.2,4.63,3.77,0.2,9.83,-7.86,-6.91,4.04,1.13,-1.35,-4.77,"https://www.pro-football-reference.com/boxscores/202409150dal.htm"
2024,"2024-09-15","D5QY6bOxfn8ZL","Green Bay","Packers","GB",6,3.59,9.29,-5.38,-6.56,1.85,8.3,-6.8,8.02,1.56,-4.7,4.6,2.26,-2.89,2.29,"https://www.pro-football-reference.com/boxscores/202409150gnb.htm"
2024,"2024-09-15","FCuH1wdksA2DQ","Detroit","Lions","DET",-4,3.18,-1.9,6.24,-7.01,-0.1,-1.63,1.2,2.75,-4.12,-4.7,4.17,0.1,-2.09,-1.6,"https://www.pro-football-reference.com/boxscores/202409150det.htm"
2024,"2024-09-15","GJizlkzQFaqGA","Arizona","Cardinals","ARI",31,26.58,19.57,7.67,-5.05,8.89,8.68,0.21,3.74,-4.42,-8.9,2.82,0.96,-2.89,3.59,"https://www.pro-football-reference.com/boxscores/202409150crd.htm"
2024,"2024-09-15","IR4gIYmh269EI","Cleveland","Browns","CLE",5,0.32,-0.89,1.21,0,-6.78,0.89,-6.57,0,8.92,-4.04,6.42,1.61,-2.08,7.01,"https://www.pro-football-reference.com/boxscores/202409150jax.htm"
2024,"2024-09-15","IwSI92ZDKoazn","San Francisco","49ers","SF",-6,0.86,4.11,-2.29,-7.43,-3.76,1.38,-8.62,9.3,-4.39,-5.61,3.71,-2.1,-1.97,1.58,"https://www.pro-football-reference.com/boxscores/202409150min.htm"
2024,"2024-09-15","KdjU81i7YSFE7","Dallas","Cowboys","DAL",-25,-4.63,-3.77,-0.2,-9.83,-26.86,-18.5,-8.36,3.2,7.86,-4.04,6.91,1.35,-1.13,4.77,"https://www.pro-football-reference.com/boxscores/202409150dal.htm"
2024,"2024-09-15","LJmHetie5VbbO","Indianapolis","Colts","IND",-6,-1.85,-8.3,6.8,-8.02,-3.59,-9.29,5.38,6.56,-1.56,-4.6,4.7,2.89,-2.26,-2.29,"https://www.pro-football-reference.com/boxscores/202409150gnb.htm"
2024,"2024-09-15","LZoDld8s63xUs","Las Vegas","Raiders","LV",3,-0.5,6.7,-7.2,-2.93,-6.12,-3.1,-4.36,4.11,6.24,-5.52,6.36,0.94,-1.19,5.65,"https://www.pro-football-reference.com/boxscores/202409150rav.htm"
2024,"2024-09-15","QMAZH1v922YLu","Tampa Bay","Buccaneers","TB",4,0.1,1.63,-1.2,-2.75,-3.18,1.9,-6.24,7.01,4.12,-4.17,4.7,2.09,-0.1,1.6,"https://www.pro-football-reference.com/boxscores/202409150det.htm"
2024,"2024-09-15","RtOjnciWkJPaL","Jacksonville","Jaguars","JAC",-5,6.78,-0.89,6.57,0,-0.32,0.89,-1.21,0,-8.92,-6.42,4.04,2.08,-1.61,-7.01,"https://www.pro-football-reference.com/boxscores/202409150jax.htm"
2024,"2024-09-15","SjaMbkmeizJD4","Los Angeles","Chargers","LAC",23,6.7,4.75,1.95,-6.89,22.45,22.93,-1.14,3.93,-5.45,-5.7,2.41,-0.05,-2.6,0.49,"https://www.pro-football-reference.com/boxscores/202409150car.htm"
2024,"2024-09-15","SlVgURDFI7EXX","Pittsburgh","Steelers","PIT",7,-1.2,8.49,-10.13,0,6.86,4.65,3.62,3.84,-1.25,-2.82,1.6,6.89,-6.07,-0.85,"https://www.pro-football-reference.com/boxscores/202409150den.htm"
2024,"2024-09-15","UI0Ax4HUEXFh6","Houston","Texans","HOU",6,-7.01,6.8,-12.19,-5.9,13.71,11.19,-0.52,2.8,0.27,-5.51,4.15,4.2,-5.06,2.49,"https://www.pro-football-reference.com/boxscores/202409150htx.htm"
2024,"2024-09-15","VkxV91RtzHn65","New England","Patriots","NE",-3,3.42,0.54,2.88,0,-7.65,-12.75,3.99,0,1.23,-4.57,4.7,5.64,-3.68,-0.86,"https://www.pro-football-reference.com/boxscores/202409150nwe.htm"
2024,"2024-09-15","jJBGuksuDJF5L","Carolina","Panthers","CAR",-23,-22.45,-22.93,1.14,-3.93,-6.7,-4.75,-1.95,6.89,5.45,-2.41,5.7,2.6,0.05,-0.49,"https://www.pro-football-reference.com/boxscores/202409150car.htm"
2024,"2024-09-15","ltMyRE3yvVUaw","Tennessee","Titans","TEN",-7,1.62,-0.91,2.86,-5.04,-5.83,-4.62,-1.22,0,-1.94,-2.95,4.36,1.26,-4.67,0.06,"https://www.pro-football-reference.com/boxscores/202409150oti.htm"
2024,"2024-09-15","mexvMWO2v1hWn","New York","Jets","NYJ",7,5.83,4.62,1.22,0,-1.62,0.91,-2.86,5.04,1.94,-4.36,2.95,4.67,-1.26,-0.06,"https://www.pro-football-reference.com/boxscores/202409150oti.htm"
2024,"2024-09-15","n8CuHV9wbYCqF","New York","Giants","NYG",-5,6.93,10.37,0.26,-2.98,-11.88,-10.05,-4.63,0,-0.31,-4.22,7.48,-0.14,0,-3.43,"https://www.pro-football-reference.com/boxscores/202409150was.htm"
2024,"2024-09-15","oiGiwWPf0UqMC","Kansas City","Chiefs","KC",0,0.08,-2.68,4.76,-8.85,-0.29,-3.13,0.45,6.97,0.99,-4.43,6.58,1.95,-1.2,-1.91,"https://www.pro-football-reference.com/boxscores/202409150kan.htm"
2024,"2024-09-15","u98I1lDKQBwZ0","Los Angeles","Rams","LAR",-31,-8.89,-8.68,-0.21,-3.74,-26.58,-19.57,-7.67,5.05,4.42,-2.82,8.9,2.89,-0.96,-3.59,"https://www.pro-football-reference.com/boxscores/202409150crd.htm"
2024,"2024-09-15","zyhFXj1nywrm1","Baltimore","Ravens","BAL",-3,6.12,3.1,4.36,-4.11,0.5,-6.7,7.2,2.93,-6.24,-6.36,5.52,1.19,-0.94,-5.65,"https://www.pro-football-reference.com/boxscores/202409150rav.htm"
2024,"2024-09-16","hjjmgzxilGWdr","Philadelphia","Eagles","PHI",-1,7.13,-1.47,9.24,-2.87,-8.72,-9.85,-0.87,0,1.28,-3.48,5.84,0.88,-0.87,-1.09,"https://www.pro-football-reference.com/boxscores/202409160phi.htm"
2024,"2024-09-16","mLspw4gJNTQGN","Atlanta","Falcons","ATL",1,8.72,9.85,0.87,0,-7.13,1.47,-9.24,2.87,-1.28,-5.84,3.48,0.87,-0.88,1.09,"https://www.pro-football-reference.com/boxscores/202409160phi.htm"
2024,"2024-09-19","VkxV91RtzHn65","New England","Patriots","NE",-21,-8.75,-8.44,-0.31,-4.12,-18.8,-16.88,-2.58,0,11.93,-1.48,4.3,3.34,1.64,4.13,"https://www.pro-football-reference.com/boxscores/202409190nyj.htm"
2024,"2024-09-19","mexvMWO2v1hWn","New York","Jets","NYJ",21,18.8,16.88,2.58,0,8.75,8.44,0.31,4.12,-11.93,-4.3,1.48,-1.64,-3.34,-4.13,"https://www.pro-football-reference.com/boxscores/202409190nyj.htm"
2024,"2024-09-22","1vVmWGzUZ1rea","Chicago","Bears","CHI",-6,-6.47,1.33,-5.93,-11.5,2.98,7,-2.35,8.07,-2.36,-3.49,3.69,3.63,-5.42,-0.77,"https://www.pro-football-reference.com/boxscores/202409220clt.htm"
2024,"2024-09-22","4M8AK5p0WXs1N","Seattle","Seahawks","SEA",21,0.77,1.68,0.95,-6.12,20.39,12.32,7.41,0,-1.24,-4.36,2.14,-0.16,-0.96,2.1,"https://www.pro-football-reference.com/boxscores/202409220sea.htm"
2024,"2024-09-22","6DclFuycdPaOB","Denver","Broncos","DEN",19,3.34,3.42,0.42,-4.06,13.68,17.07,-3.48,10.15,-0.75,-6.58,1.88,2,-1.56,3.51,"https://www.pro-football-reference.com/boxscores/202409220tam.htm"
2024,"2024-09-22","AzOs5UWsXusSW","Minnesota","Vikings","MIN",27,12.18,11.28,2.14,0,12.45,4.76,4.72,6.61,3.86,-6.25,2.08,3.48,-1.19,5.74,"https://www.pro-football-reference.com/boxscores/202409220min.htm"
2024,"2024-09-22","CI5mhfNa0Zqd2","New Orleans","Saints","NO",-3,-8.47,1.58,-6.84,-2.86,-3.12,-2.3,-2.81,8.03,8.68,-2.96,2.82,1.48,3.15,4.19,"https://www.pro-football-reference.com/boxscores/202409220nor.htm"
2024,"2024-09-22","D5QY6bOxfn8ZL","Green Bay","Packers","GB",16,4.57,4.62,0.27,0,9.81,8.98,1.29,12.97,-0.24,-4.67,2.82,0.53,-2.82,3.9,"https://www.pro-football-reference.com/boxscores/202409220oti.htm"
2024,"2024-09-22","FCuH1wdksA2DQ","Detroit","Lions","DET",7,5.52,7.87,-0.03,-3.69,5.25,-2.19,6.77,3.4,-2.55,-3.76,2.82,3.94,-3.5,-2.05,"https://www.pro-football-reference.com/boxscores/202409220crd.htm"
2024,"2024-09-22","GJizlkzQFaqGA","Arizona","Cardinals","ARI",-7,-5.25,2.19,-6.77,-3.4,-5.52,-7.87,0.03,3.69,2.55,-2.82,3.76,3.5,-3.94,2.05,"https://www.pro-football-reference.com/boxscores/202409220crd.htm"
2024,"2024-09-22","IR4gIYmh269EI","Cleveland","Browns","CLE",-7,-17.99,-14.3,-3.69,-9.82,2.96,-7.76,9.74,2.8,8.29,2.29,3.76,5.37,-3.24,0.11,"https://www.pro-football-reference.com/boxscores/202409220cle.htm"
2024,"2024-09-22","IwSI92ZDKoazn","San Francisco","49ers","SF",-3,19.1,20.25,-1.15,-4.79,-15.13,-7.87,-7.59,0,-3.14,-4.7,5.64,-0.83,-1.18,-2.07,"https://www.pro-football-reference.com/boxscores/202409220ram.htm"
2024,"2024-09-22","KdjU81i7YSFE7","Dallas","Cowboys","DAL",-5,8.34,16.53,-2.67,-3.85,-20.98,-12.14,-9.84,0,5.94,-4.09,3.47,2.82,-1.71,5.45,"https://www.pro-football-reference.com/boxscores/202409220dal.htm"
2024,"2024-09-22","LJmHetie5VbbO","Indianapolis","Colts","IND",6,-2.98,-7,2.35,-8.07,6.47,-1.33,5.93,11.5,2.36,-3.69,3.49,5.42,-3.63,0.77,"https://www.pro-football-reference.com/boxscores/202409220clt.htm"
2024,"2024-09-22","LZoDld8s63xUs","Las Vegas","Raiders","LV",-14,1.38,3.64,-2.26,-3.79,-15.32,-16.77,-0.55,0,0.97,-4.95,7.85,2.87,-3,-1.8,"https://www.pro-football-reference.com/boxscores/202409220rai.htm"
2024,"2024-09-22","QMAZH1v922YLu","Tampa Bay","Buccaneers","TB",-19,-13.68,-17.07,3.48,-10.15,-3.34,-3.42,-0.42,4.06,0.75,-1.88,6.58,1.56,-2,-3.51,"https://www.pro-football-reference.com/boxscores/202409220tam.htm"
2024,"2024-09-22","SjaMbkmeizJD4","Los Angeles","Chargers","LAC",-10,-6.58,-2.81,-4.44,0,-10.48,-9.77,-0.71,4.05,4.19,-2.82,2.75,5.87,-3.32,1.71,"https://www.pro-football-reference.com/boxscores/202409220pit.htm"
2024,"2024-09-22","SlVgURDFI7EXX","Pittsburgh","Steelers","PIT",10,10.48,9.77,0.71,-4.05,6.58,2.81,4.44,0,-4.19,-2.75,2.82,3.32,-5.87,-1.71,"https://www.pro-football-reference.com/boxscores/202409220pit.htm"
2024,"2024-09-22","UI0Ax4HUEXFh6","Houston","Texans","HOU",-27,-12.45,-4.76,-4.72,-6.61,-12.18,-11.28,-2.14,0,-3.86,-2.08,6.25,1.19,-3.48,-5.74,"https://www.pro-football-reference.com/boxscores/202409220min.htm"
2024,"2024-09-22","hjjmgzxilGWdr","Philadelphia","Eagles","PHI",3,3.12,2.3,2.81,-8.03,8.47,-1.58,6.84,2.86,-8.68,-2.82,2.96,-3.15,-1.48,-4.19,"https://www.pro-football-reference.com/boxscores/202409220nor.htm"
2024,"2024-09-22","jJBGuksuDJF5L","Carolina","Panthers","CAR",14,15.32,16.77,0.55,0,-1.38,-3.64,2.26,3.79,-0.97,-7.85,4.95,3,-2.87,1.8,"https://www.pro-football-reference.com/boxscores/202409220rai.htm"
2024,"2024-09-22","ltMyRE3yvVUaw","Tennessee","Titans","TEN",-16,-9.81,-8.98,-1.29,-12.97,-4.57,-4.62,-0.27,0,0.24,-2.82,4.67,2.82,-0.53,-3.9,"https://www.pro-football-reference.com/boxscores/202409220oti.htm"
2024,"2024-09-22","mLspw4gJNTQGN","Atlanta","Falcons","ATL",-5,2.09,9.25,-7.53,-4.38,-5.9,-1.91,-3.99,4.49,1.56,-2.51,4.35,1.97,-2.26,0.01,"https://www.pro-football-reference.com/boxscores/202409220atl.htm"
2024,"2024-09-22","mfbu6O5aMHbJg","Miami","Dolphins","MIA",-21,-20.39,-12.32,-7.41,0,-0.77,-1.68,-0.95,6.12,1.24,-2.14,4.36,0.96,0.16,-2.1,"https://www.pro-football-reference.com/boxscores/202409220sea.htm"
2024,"2024-09-22","n8CuHV9wbYCqF","New York","Giants","NYG",7,-2.96,7.76,-9.74,-2.8,17.99,14.3,3.69,9.82,-8.29,-3.76,-2.29,3.24,-5.37,-0.11,"https://www.pro-football-reference.com/boxscores/202409220cle.htm"
2024,"2024-09-22","oiGiwWPf0UqMC","Kansas City","Chiefs","KC",5,5.9,1.91,3.99,-4.49,-2.09,-9.25,7.53,4.38,-1.56,-4.35,2.51,2.26,-1.97,-0.01,"https://www.pro-football-reference.com/boxscores/202409220atl.htm"
2024,"2024-09-22","u98I1lDKQBwZ0","Los Angeles","Rams","LAR",3,15.13,7.87,7.59,0,-19.1,-20.25,1.15,4.79,3.14,-5.64,4.7,1.18,0.83,2.07,"https://www.pro-football-reference.com/boxscores/202409220ram.htm"
2024,"2024-09-22","zyhFXj1nywrm1","Baltimore","Ravens","BAL",5,20.98,12.14,9.84,0,-8.34,-16.53,2.67,3.85,-5.94,-3.47,4.09,1.71,-2.82,-5.45,"https://www.pro-football-reference.com/boxscores/202409220dal.htm"
2024,"2024-09-23","22ZdibiqvfA2D","Cincinnati","Bengals","CIN",-6,27.31,21.5,7.81,0,-27.28,-23.08,-4.63,0,-8.79,-10.93,5.52,0,0,-3.38,"https://www.pro-football-reference.com/boxscores/202409230cin.htm"
2024,"2024-09-23","3VqeLK0LS9rpw","Buffalo","Bills","BUF",37,28.39,22.7,6.02,0,12.44,21.66,-10.9,10.13,-6.15,-8.26,2.95,0.04,-0.08,-0.8,"https://www.pro-football-reference.com/boxscores/202409230buf.htm"
2024,"2024-09-23","9JtBk8kFeaGEs","Washington","Football Team","WAS",6,27.28,23.08,4.63,0,-27.31,-21.5,-7.81,0,8.79,-5.52,10.93,0,0,3.38,"https://www.pro-football-reference.com/boxscores/202409230cin.htm"
2024,"2024-09-23","RtOjnciWkJPaL","Jacksonville","Jaguars","JAC",-37,-12.44,-21.66,10.9,-10.13,-28.39,-22.7,-6.02,0,6.15,-2.95,8.26,0.08,-0.04,0.8,"https://www.pro-football-reference.com/boxscores/202409230buf.htm"
2024,"2024-09-26","KdjU81i7YSFE7","Dallas","Cowboys","DAL",5,5.38,7.32,-1.61,0,0.76,-5.04,7.2,-0.61,-2.25,-3.58,5.31,1.05,-0.81,-4.22,"https://www.pro-football-reference.com/boxscores/202409260nyg.htm"
2024,"2024-09-26","n8CuHV9wbYCqF","New York","Giants","NYG",-5,-0.76,5.04,-7.2,0.61,-5.38,-7.32,1.61,0,2.25,-5.31,3.58,0.81,-1.05,4.22,"https://www.pro-football-reference.com/boxscores/202409260nyg.htm"
2024,"2024-09-29","1vVmWGzUZ1rea","Chicago","Bears","CHI",7,5.29,4.85,1.76,0,0.67,3.72,-5.05,8.78,3.65,-4.7,5.04,4.23,-0.92,0,"https://www.pro-football-reference.com/boxscores/202409290chi.htm"
2024,"2024-09-29","22ZdibiqvfA2D","Cincinnati","Bengals","CIN",10,13.19,13.06,-1.03,-4.34,-6.2,-3.94,-3.59,3.04,0.49,-6.58,3.24,3.56,-1.9,2.17,"https://www.pro-football-reference.com/boxscores/202409290car.htm"
2024,"2024-09-29","3VqeLK0LS9rpw","Buffalo","Bills","BUF",-25,-6.92,-10.8,1.23,-3.98,-19.69,-12.67,-8.37,4.12,2.37,-2.82,5.64,1.89,-1.22,-1.12,"https://www.pro-football-reference.com/boxscores/202409290rav.htm"
2024,"2024-09-29","6DclFuycdPaOB","Denver","Broncos","DEN",1,-15.24,-12.68,-2.31,-3.74,17.17,9.97,5.22,2.23,-1.09,-2.29,2.82,2.43,-3.81,-0.24,"https://www.pro-football-reference.com/boxscores/202409290nyj.htm"
2024,"2024-09-29","9JtBk8kFeaGEs","Washington","Football Team","WAS",27,31.77,17.02,15.6,-2.36,-2.67,6.42,-9.09,2.86,-5.34,-6.37,2.82,0.89,-2.64,-0.04,"https://www.pro-football-reference.com/boxscores/202409290crd.htm"
2024,"2024-09-29","AzOs5UWsXusSW","Minnesota","Vikings","MIN",3,0.52,12.21,-9.35,-8.84,4.43,3.09,-2.29,16.29,-1.45,-5.64,5.36,2.41,-9.91,6.33,"https://www.pro-football-reference.com/boxscores/202409290gnb.htm"
